year	gpa	school	name2
1994	2.93	Uwoshkosh	Wisconsin-Oshkosh
1995	2.89	Uwoshkosh	Wisconsin-Oshkosh
1996	2.85	Uwoshkosh	Wisconsin-Oshkosh
1997	2.86	Uwoshkosh	Wisconsin-Oshkosh
1998	2.89	Uwoshkosh	Wisconsin-Oshkosh
1999	2.9	Uwoshkosh	Wisconsin-Oshkosh
2000	2.85	Uwoshkosh	Wisconsin-Oshkosh
2001	2.89	Uwoshkosh	Wisconsin-Oshkosh
2002	2.88	Uwoshkosh	Wisconsin-Oshkosh
2003	2.91	Uwoshkosh	Wisconsin-Oshkosh
2004	2.94	Uwoshkosh	Wisconsin-Oshkosh
2005	2.97	Uwoshkosh	Wisconsin-Oshkosh
2000	2.879	Wrightstate	Wright.State
2001	2.87	Wrightstate	Wright.State
2002	2.875	Wrightstate	Wright.State
2003	2.902	Wrightstate	Wright.State
2004	2.908	Wrightstate	Wright.State
2005	2.93	Wrightstate	Wright.State
2006	2.891	Wrightstate	Wright.State
2007	2.924	Wrightstate	Wright.State
2008	2.925	Wrightstate	Wright.State
1995	2.94	Wyoming	Wyoming
1996	2.91	Wyoming	Wyoming
1997	2.93	Wyoming	Wyoming
1998	2.96	Wyoming	Wyoming
1999	2.97	Wyoming	Wyoming
2000	2.95	Wyoming	Wyoming
2001	3	Wyoming	Wyoming
2002	2.93	Wyoming	Wyoming
2003	2.94	Wyoming	Wyoming
2004	2.94	Wyoming	Wyoming
1963	2.56	yale	Yale
1967	2.77	yale	Yale
1975	3.27	yale	Yale
1977	3.31	yale	Yale
1981	3.27	yale	Yale
2006	3.48	yale	Yale
2008	3.51	yale	Yale
